ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12329132,JE185820,03/31/2021 07:00:00 PM,033XX N PULASKI RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1732.0,17.0,30.0,21.0,26,1149137.0,1921951.0,2021.0,04/07/2021 03:40:57 PM,41.941762494,-87.727267038,"(41.941762494, -87.727267038)"
12813034,JF379127,09/01/2022 07:00:00 AM,007XX W WAYMAN ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214.0,12.0,42.0,28.0,06,1171358.0,1902334.0,2022.0,01/03/2023 03:40:27 PM,41.887472275,-87.646173514,"(41.887472275, -87.646173514)"
12912192,JF497936,12/04/2022 03:00:00 PM,106XX S RIDGEWAY AVE,0460,BATTERY,SIMPLE,DRIVEWAY - RESIDENTIAL,False,False,2211.0,22.0,19.0,74.0,08B,1153233.0,1833736.0,2022.0,01/03/2023 03:40:27 PM,41.699608315,-87.714547408,"(41.699608315, -87.714547408)"
12690514,JF231805,05/05/2022 12:50:00 PM,081XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,631.0,6.0,8.0,44.0,08A,1182972.0,1851219.0,2022.0,01/03/2023 03:40:27 PM,41.746945834,-87.605114755,"(41.746945834, -87.605114755)"
12555760,JE462959,12/01/2021 09:20:00 PM,003XX S WHIPPLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,False,False,1124.0,11.0,28.0,27.0,11,1156097.0,1898367.0,2021.0,12/08/2021 03:44:18 PM,41.876908113,-87.702323689,"(41.876908113, -87.702323689)"
12162621,JD319208,08/03/2020 09:00:00 AM,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654.0,16.0,41.0,76.0,18,,,2020.0,03/20/2021 03:39:15 PM,,,
12603567,JF126386,01/27/2022 11:29:00 PM,007XX E 77TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,True,True,624.0,6.0,6.0,69.0,08B,1182669.0,1854122.0,2022.0,01/03/2023 03:40:27 PM,41.754919006,-87.606135109,"(41.754919006, -87.606135109)"
12272124,JE115830,01/17/2021 09:41:00 PM,038XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,912.0,9.0,12.0,59.0,08B,1164656.0,1879200.0,2021.0,01/24/2021 03:41:07 PM,41.824135044,-87.671440085,"(41.824135044, -87.671440085)"
12271555,JE114537,01/12/2021 08:30:00 AM,040XX W 81ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,834.0,8.0,18.0,70.0,26,1150673.0,1850535.0,2021.0,01/20/2021 03:39:23 PM,41.74575798,-87.723485411,"(41.74575798, -87.723485411)"
12707539,JF252751,05/23/2022 03:02:00 PM,0000X E 120TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False,532.0,5.0,9.0,53.0,14,1178650.0,1825407.0,2022.0,01/03/2023 03:40:27 PM,41.676213523,-87.621733221,"(41.676213523, -87.621733221)"
12353909,JE215976,05/01/2021 12:30:00 PM,091XX S COMMERCIAL AVE,0560,ASSAULT,SIMPLE,BANK,False,False,423.0,4.0,10.0,46.0,08A,1197733.0,1844905.0,2021.0,05/08/2021 03:40:26 PM,41.729264191,-87.551237878,"(41.729264191, -87.551237878)"
12924481,JF511562,12/14/2022 05:00:00 AM,001XX W 109TH PL,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,513.0,5.0,34.0,49.0,07,1177347.0,1832345.0,2022.0,01/03/2023 03:40:27 PM,41.695281864,-87.626294076,"(41.695281864, -87.626294076)"
12903215,JF487284,07/04/2022 09:00:00 AM,010XX N LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1112.0,11.0,27.0,23.0,07,1151522.0,1906724.0,2022.0,01/03/2023 03:40:27 PM,41.899931658,-87.718902096,"(41.899931658, -87.718902096)"
12711529,JF257381,05/27/2022 03:34:00 AM,056XX S MAY ST,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,712.0,7.0,16.0,68.0,08B,1169615.0,1867359.0,2022.0,01/03/2023 03:40:27 PM,41.791535799,-87.653590761,"(41.791535799, -87.653590761)"
12636775,JF166141,03/07/2022 12:45:00 PM,009XX W 19TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1235.0,12.0,25.0,31.0,14,1170150.0,1891101.0,2022.0,01/03/2023 03:40:27 PM,41.856674545,-87.650937568,"(41.856674545, -87.650937568)"
12660506,JF195542,04/03/2022 08:07:00 AM,049XX W BYRON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,True,True,1634.0,16.0,45.0,15.0,04A,1142745.0,1925466.0,2022.0,01/03/2023 03:40:27 PM,41.951529586,-87.75067275,"(41.951529586, -87.75067275)"
12744864,JF297866,06/28/2022 07:55:00 PM,125XX S WENTWORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,523.0,5.0,9.0,53.0,15,1177217.0,1821742.0,2022.0,01/03/2023 03:40:27 PM,41.666188543,-87.627088267,"(41.666188543, -87.627088267)"
12865773,JF442219,10/20/2022 05:04:00 PM,030XX W 62ND ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,823.0,8.0,16.0,66.0,08A,1157017.0,1863365.0,2022.0,01/03/2023 03:40:27 PM,41.780839741,-87.699893321,"(41.780839741, -87.699893321)"
12773762,JF332846,07/26/2022 07:28:00 PM,023XX W MADISON ST,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,SIDEWALK,True,False,1223.0,12.0,27.0,28.0,18,1160740.0,1899958.0,2022.0,01/03/2023 03:40:27 PM,41.881179025,-87.685231857,"(41.881179025, -87.685231857)"
12355399,JE217837,05/03/2021 04:00:00 AM,079XX S JUSTINE ST,0810,THEFT,OVER $500,APARTMENT,False,True,612.0,6.0,21.0,71.0,06,1167379.0,1852267.0,2021.0,05/10/2021 03:40:27 PM,41.750169618,-87.662221556,"(41.750169618, -87.662221556)"
12570656,JE480997,12/17/2021 05:30:00 AM,063XX S TALMAN AVE,0810,THEFT,OVER $500,STREET,False,False,825.0,8.0,16.0,66.0,06,1159799.0,1862514.0,2021.0,12/24/2021 03:40:11 PM,41.778447788,-87.689717249,"(41.778447788, -87.689717249)"
12787168,JF348557,08/08/2022 06:16:00 AM,006XX S PULASKI RD,0810,THEFT,OVER $500,STREET,False,False,1132.0,11.0,24.0,26.0,06,1149822.0,1896838.0,2022.0,01/03/2023 03:40:27 PM,41.872836648,-87.725403519,"(41.872836648, -87.725403519)"
12227530,JD438733,11/22/2020 01:11:00 PM,103XX S WALLACE ST,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,2232.0,22.0,34.0,49.0,18,1174136.0,1836109.0,2020.0,12/17/2020 03:40:05 PM,41.705682572,-87.637939281,"(41.705682572, -87.637939281)"
12935798,JF526262,12/28/2022 10:00:00 AM,023XX S DR MARTIN LUTHER KING JR DR,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,132.0,1.0,4.0,33.0,06,1178880.0,1889112.0,2022.0,01/04/2023 03:41:19 PM,41.85102174,-87.618954852,"(41.85102174, -87.618954852)"
12247864,JD461347,12/16/2020 04:00:00 PM,001XX E 122ND PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,532.0,5.0,9.0,53.0,08A,1179434.0,1823767.0,2020.0,12/23/2020 03:40:29 PM,41.671695312,-87.618913377,"(41.671695312, -87.618913377)"
12362943,JE227106,05/11/2021 07:06:00 PM,013XX N WALLER AVE,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,SIDEWALK,True,False,2531.0,25.0,29.0,25.0,26,1138101.0,1908269.0,2021.0,05/18/2021 03:40:55 PM,41.904424512,-87.768160931,"(41.904424512, -87.768160931)"
12554105,JE461123,11/29/2021 07:00:00 AM,027XX W THORNDALE AVE,0810,THEFT,OVER $500,STREET,False,False,2011.0,20.0,40.0,2.0,06,1157061.0,1939072.0,2021.0,12/06/2021 03:46:37 PM,41.988586047,-87.697676062,"(41.988586047, -87.697676062)"
12349309,JE210220,04/25/2021 01:00:00 PM,0000X W CERMAK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,131.0,1.0,3.0,33.0,14,1176335.0,1889776.0,2021.0,05/02/2021 03:41:47 PM,41.852901521,-87.628275435,"(41.852901521, -87.628275435)"
12694783,JF237073,05/10/2022 03:08:00 PM,052XX S HERMITAGE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,932.0,9.0,16.0,61.0,15,1165565.0,1870050.0,2022.0,01/03/2023 03:40:27 PM,41.799007141,-87.668365008,"(41.799007141, -87.668365008)"
12285886,JE132454,02/04/2021 03:35:00 PM,048XX N ROCKWELL ST,0820,THEFT,$500 AND UNDER,ALLEY,False,False,2031.0,20.0,40.0,4.0,06,1158165.0,1931945.0,2021.0,02/11/2021 03:40:22 PM,41.969006666,-87.693811132,"(41.969006666, -87.693811132)"
12260690,JE102453,01/03/2021 07:37:00 PM,0000X N HOMAN BLVD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,1123.0,11.0,28.0,27.0,26,1153708.0,1900256.0,2021.0,01/16/2021 03:39:23 PM,41.882139587,-87.71104513,"(41.882139587, -87.71104513)"
12581630,JE493652,12/30/2021 03:29:00 PM,047XX N LAPORTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1623.0,16.0,45.0,15.0,06,,,2021.0,01/06/2022 03:43:35 PM,,,
12767998,JF325892,07/21/2022 10:20:00 AM,023XX E 97TH ST,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,431.0,4.0,7.0,51.0,06,1193297.0,1841010.0,2022.0,01/03/2023 03:40:27 PM,41.718685396,-87.567614676,"(41.718685396, -87.567614676)"
12787223,JF348695,08/07/2022 04:30:00 PM,0000X S JEFFERSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,121.0,1.0,42.0,28.0,14,1172337.0,1900098.0,2022.0,01/03/2023 03:40:27 PM,41.881314979,-87.642644446,"(41.881314979, -87.642644446)"
12901149,JF484846,11/22/2022 11:00:00 PM,067XX S CREGIER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,332.0,3.0,5.0,43.0,07,1189363.0,1860630.0,2022.0,01/03/2023 03:40:27 PM,41.772619625,-87.581395365,"(41.772619625, -87.581395365)"
12098497,JD287681,07/04/2020 09:15:00 PM,017XX W ROSCOE ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1922.0,19.0,47.0,6.0,06,1164094.0,1922620.0,2020.0,07/11/2020 03:41:27 PM,41.943294921,-87.672274821,"(41.943294921, -87.672274821)"
12677214,JF215670,04/21/2022 09:00:00 PM,110XX S CAMPBELL AVE,0810,THEFT,OVER $500,STREET,False,False,2212.0,22.0,19.0,75.0,06,1161679.0,1831384.0,2022.0,01/03/2023 03:40:27 PM,41.692983328,-87.683686472,"(41.692983328, -87.683686472)"
12963200,JG128882,12/06/2022 12:00:00 PM,115XX S ABERDEEN ST,0810,THEFT,OVER $500,RESIDENCE,False,False,524.0,5.0,34.0,53.0,06,1171062.0,1828309.0,2022.0,11/15/2023 03:41:31 PM,41.684345701,-87.649422793,"(41.684345701, -87.649422793)"
12256408,JD467822,12/23/2020 05:50:00 PM,004XX N RIDGEWAY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1122.0,11.0,27.0,23.0,04A,1151308.0,1902789.0,2020.0,01/06/2021 03:39:37 PM,41.889137823,-87.719791482,"(41.889137823, -87.719791482)"
12774028,JF333073,07/27/2022 02:30:00 AM,130XX S EVANS AVE,0810,THEFT,OVER $500,STREET,False,True,533.0,5.0,9.0,54.0,06,1183714.0,1818716.0,2022.0,01/03/2023 03:40:27 PM,41.657736191,-87.603405336,"(41.657736191, -87.603405336)"
12401354,JE274542,06/21/2021 04:31:00 PM,092XX S WALLACE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2223.0,22.0,21.0,73.0,18,1173927.0,1843576.0,2021.0,06/28/2021 03:40:57 PM,41.726177711,-87.638483946,"(41.726177711, -87.638483946)"
12757409,JF313029,07/10/2022 11:00:00 PM,079XX S SOUTH SHORE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,422.0,4.0,7.0,46.0,07,1198536.0,1852836.0,2022.0,01/03/2023 03:40:27 PM,41.751007388,-87.548031233,"(41.751007388, -87.548031233)"
12805320,JF369188,08/24/2022 07:30:00 PM,113XX S PARNELL AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2233.0,22.0,34.0,49.0,08A,1174663.0,1829726.0,2022.0,01/03/2023 03:40:27 PM,41.688154968,-87.636198645,"(41.688154968, -87.636198645)"
12845221,JF417669,08/18/2022 05:00:00 PM,073XX N OAKLEY AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,False,False,2411.0,24.0,50.0,2.0,11,1159748.0,1948587.0,2022.0,01/03/2023 03:40:27 PM,42.014640369,-87.687529,"(42.014640369, -87.687529)"
12898677,JF481851,11/18/2022 04:00:00 PM,010XX W 19TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,1235.0,12.0,25.0,31.0,07,1169689.0,1891088.0,2022.0,01/03/2023 03:40:27 PM,41.856648913,-87.652630055,"(41.856648913, -87.652630055)"
12296954,JE146761,02/19/2021 08:40:00 PM,044XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,215.0,2.0,3.0,38.0,08B,1177898.0,1875669.0,2021.0,02/26/2021 03:40:42 PM,41.814155472,-87.622966962,"(41.814155472, -87.622966962)"
12014867,JD192275,03/21/2020 05:45:00 PM,002XX E HURON ST,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,False,False,1834.0,18.0,42.0,8.0,08B,1178046.0,1905133.0,2020.0,03/28/2020 03:42:36 PM,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
12894785,JF477107,11/16/2022 03:35:00 PM,030XX N KEATING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2521.0,25.0,31.0,19.0,14,1144190.0,1919833.0,2022.0,01/03/2023 03:40:27 PM,41.936045044,-87.745502902,"(41.936045044, -87.745502902)"
12810196,JF375832,08/30/2022 08:23:00 AM,082XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,622.0,6.0,21.0,44.0,08B,1177042.0,1850379.0,2022.0,01/03/2023 03:40:27 PM,41.744776436,-87.626868948,"(41.744776436, -87.626868948)"
12625052,JF153079,02/23/2022 12:00:00 AM,030XX W 41ST PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,921.0,9.0,15.0,58.0,26,1156817.0,1876965.0,2022.0,01/03/2023 03:40:27 PM,41.818164041,-87.700259347,"(41.818164041, -87.700259347)"
12433619,JE313936,07/25/2021 06:00:00 PM,088XX S WABASH AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,632.0,6.0,9.0,44.0,08A,1178260.0,1846311.0,2021.0,08/01/2021 03:40:00 PM,41.733585821,-87.622529169,"(41.733585821, -87.622529169)"
12600001,JF121847,01/23/2022 02:00:00 AM,033XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,False,False,1713.0,17.0,33.0,14.0,14,1153017.0,1931689.0,2022.0,01/03/2023 03:40:27 PM,41.968408072,-87.712747145,"(41.968408072, -87.712747145)"
12509488,JE406350,10/11/2021 06:10:00 PM,015XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1224.0,12.0,27.0,28.0,08B,1166006.0,1900436.0,2021.0,10/18/2021 03:41:20 PM,41.882379941,-87.665881802,"(41.882379941, -87.665881802)"
12894089,JF475890,11/15/2022 05:04:00 PM,041XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,924.0,9.0,11.0,61.0,08B,1168972.0,1877487.0,2022.0,01/03/2023 03:40:27 PM,41.819342065,-87.655655695,"(41.819342065, -87.655655695)"
12368566,JE233930,12/22/2020 12:00:00 AM,041XX N LONG AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1624.0,16.0,38.0,15.0,11,,,2020.0,05/18/2021 03:40:55 PM,,,
12542411,JE446808,11/15/2021 12:00:00 AM,078XX S GREENWOOD AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,624.0,6.0,8.0,69.0,02,1184910.0,1853330.0,2021.0,11/22/2021 03:40:20 PM,41.752693406,-87.597947385,"(41.752693406, -87.597947385)"
12544811,JE449418,11/16/2021 03:45:00 PM,074XX S GREENWOOD AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SCHOOL - PUBLIC GROUNDS,False,False,323.0,3.0,5.0,69.0,03,1184849.0,1855594.0,2021.0,06/07/2022 03:39:45 PM,41.758907476,-87.598100019,"(41.758907476, -87.598100019)"
12582744,JF101094,01/01/2022 05:45:00 AM,071XX S CRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,333.0,3.0,5.0,43.0,08B,1192783.0,1858130.0,2022.0,01/03/2023 03:40:27 PM,41.765676702,-87.568940263,"(41.765676702, -87.568940263)"
12410909,JE286146,07/01/2021 02:42:00 PM,006XX N ASHLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,1215.0,12.0,1.0,24.0,15,1165610.0,1904526.0,2021.0,07/08/2021 03:41:09 PM,41.893611655,-87.66721933,"(41.893611655, -87.66721933)"
12464854,JE350049,08/25/2021 07:59:00 PM,040XX N MOODY AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,False,False,1624.0,16.0,38.0,15.0,04A,1134634.0,1926238.0,2021.0,09/01/2021 03:41:31 PM,41.953795478,-87.780470788,"(41.953795478, -87.780470788)"
12437560,JE318805,07/29/2021 04:20:00 PM,008XX N RIDGEWAY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,1112.0,11.0,27.0,23.0,04A,1151233.0,1905368.0,2021.0,08/05/2021 03:42:05 PM,41.896216334,-87.719999212,"(41.896216334, -87.719999212)"
12701239,JF162805,03/04/2022 06:30:00 AM,027XX W WASHINGTON BLVD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,1222.0,12.0,27.0,27.0,18,,,2022.0,04/08/2023 03:40:20 PM,,,
12351543,JE212981,04/28/2021 02:01:00 PM,067XX S DR MARTIN LUTHER KING JR DR,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,True,False,322.0,3.0,20.0,69.0,08A,1180076.0,1860574.0,2021.0,05/05/2021 03:41:09 PM,41.772683728,-87.615440298,"(41.772683728, -87.615440298)"
12281294,JE126619,01/28/2021 12:00:00 PM,025XX W CERMAK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,False,False,1023.0,10.0,28.0,31.0,08A,1159890.0,1889319.0,2021.0,02/04/2021 03:41:19 PM,41.852002137,-87.688646389,"(41.852002137, -87.688646389)"
12666287,JF202569,04/09/2022 01:15:00 PM,005XX W 103RD ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2232.0,22.0,9.0,73.0,08A,1174642.0,1836595.0,2022.0,01/03/2023 03:40:27 PM,41.707004999,-87.636071947,"(41.707004999, -87.636071947)"
12437662,JE319029,07/29/2021 05:00:00 PM,013XX W ARGYLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2033.0,20.0,47.0,3.0,11,1166432.0,1933324.0,2021.0,08/05/2021 03:42:05 PM,41.972617333,-87.663373937,"(41.972617333, -87.663373937)"
12325189,JE180947,03/27/2021 01:05:00 AM,001XX E OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1834.0,18.0,42.0,8.0,07,1177108.0,1904226.0,2021.0,04/03/2021 03:40:04 PM,41.892535727,-87.625000643,"(41.892535727, -87.625000643)"
12826288,JF394034,09/12/2022 04:00:00 PM,024XX W Ohio st,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,False,1221.0,12.0,26.0,24.0,14,1159829.0,1903929.0,2022.0,01/03/2023 03:40:27 PM,41.892094631,-87.688467424,"(41.892094631, -87.688467424)"
12761747,JF318428,07/14/2022 07:00:00 PM,021XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,False,False,132.0,1.0,3.0,33.0,06,1177540.0,1890161.0,2022.0,01/03/2023 03:40:27 PM,41.853930752,-87.623841071,"(41.853930752, -87.623841071)"
12621637,JF148955,02/18/2022 08:00:00 PM,057XX S CICERO AVE,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,813.0,8.0,13.0,56.0,06,1145654.0,1866253.0,2022.0,01/03/2023 03:40:27 PM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
12214271,JD423389,11/06/2020 09:31:00 PM,056XX S JUSTINE ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,713.0,7.0,16.0,67.0,15,1166972.0,1867295.0,2020.0,12/17/2020 03:40:05 PM,41.791417111,-87.663283958,"(41.791417111, -87.663283958)"
12919753,JF506905,12/11/2022 07:20:00 PM,023XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1812.0,18.0,43.0,7.0,14,1172926.0,1915964.0,2022.0,01/03/2023 03:40:27 PM,41.924839106,-87.64001083,"(41.924839106, -87.64001083)"
12285872,JE132435,01/04/2021 12:00:00 AM,007XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,123.0,1.0,4.0,32.0,06,1176035.0,1897115.0,2021.0,02/06/2021 03:39:24 PM,41.873046979,-87.629155581,"(41.873046979, -87.629155581)"
12631939,JF161520,03/03/2022 01:00:00 AM,038XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,912.0,9.0,12.0,59.0,08B,1164656.0,1879189.0,2022.0,01/03/2023 03:40:27 PM,41.824104858,-87.671440396,"(41.824104858, -87.671440396)"
12274431,JE118528,01/20/2021 06:30:00 PM,050XX W GLADYS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1533.0,15.0,29.0,25.0,14,1142637.0,1897866.0,2021.0,01/27/2021 03:40:35 PM,41.875794222,-87.75175773,"(41.875794222, -87.75175773)"
12331083,JE188133,04/03/2021 12:00:00 PM,055XX W HIRSCH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2532.0,25.0,37.0,25.0,08B,1138994.0,1908765.0,2021.0,04/14/2021 03:41:04 PM,41.905769403,-87.764868572,"(41.905769403, -87.764868572)"
12835501,JF406043,09/21/2022 07:20:00 PM,0000X N WESTERN AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1223.0,12.0,27.0,28.0,08B,1160408.0,1900166.0,2022.0,01/03/2023 03:40:27 PM,41.881756669,-87.686445186,"(41.881756669, -87.686445186)"
12319773,JE174470,03/20/2021 02:40:00 PM,086XX S COTTAGE GROVE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SIDEWALK,True,True,632.0,6.0,6.0,44.0,08B,1183068.0,1847963.0,2021.0,04/07/2021 03:40:07 PM,41.738008783,-87.604863987,"(41.738008783, -87.604863987)"
12518477,JE417135,10/21/2021 07:30:00 AM,055XX S RACINE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,False,True,713.0,7.0,16.0,67.0,04B,1169264.0,1868049.0,2021.0,10/28/2021 03:40:49 PM,41.793436846,-87.654857841,"(41.793436846, -87.654857841)"
12670828,JF207211,04/13/2022 10:00:00 PM,006XX N AUSTIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,1511.0,15.0,29.0,25.0,08B,1136255.0,1903824.0,2022.0,01/03/2023 03:40:27 PM,41.892260043,-87.775048159,"(41.892260043, -87.775048159)"
12423585,JE301618,07/14/2021 01:54:00 PM,068XX S WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,726.0,7.0,17.0,67.0,07,1164868.0,1859305.0,2021.0,07/21/2021 03:41:25 PM,41.769536252,-87.671224504,"(41.769536252, -87.671224504)"
12929160,JF518190,12/20/2022 09:30:00 PM,003XX S RACINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,1231.0,12.0,28.0,28.0,07,1168438.0,1898488.0,2022.0,01/27/2023 03:41:51 PM,41.876982234,-87.657007881,"(41.876982234, -87.657007881)"
12905797,JF490313,11/20/2022 01:40:00 PM,026XX N WESTERN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,MOVIE HOUSE / THEATER,False,False,1411.0,14.0,32.0,22.0,17,1159915.0,1917314.0,2022.0,01/03/2023 03:40:27 PM,41.928822325,-87.687781609,"(41.928822325, -87.687781609)"
12648059,JF180531,03/20/2022 02:00:00 AM,022XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,False,False,132.0,1.0,3.0,33.0,06,1177561.0,1889490.0,2022.0,01/03/2023 03:40:27 PM,41.852089006,-87.623784345,"(41.852089006, -87.623784345)"
12132619,JD328009,08/09/2020 02:40:00 PM,002XX E SUPERIOR ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,False,False,1833.0,18.0,2.0,8.0,06,1178037.0,1905414.0,2020.0,08/16/2020 03:41:29 PM,41.895774559,-87.621552652,"(41.895774559, -87.621552652)"
12729029,JF278623,06/13/2022 06:59:00 PM,038XX W 111TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,2211.0,22.0,19.0,74.0,08B,1152953.0,1830720.0,2022.0,01/03/2023 03:40:27 PM,41.69133734,-87.715651856,"(41.69133734, -87.715651856)"
12629105,JF157939,02/27/2022 02:00:00 AM,002XX S LEAVITT ST,0810,THEFT,OVER $500,STREET,False,True,1225.0,12.0,27.0,28.0,06,1161776.0,1898901.0,2022.0,01/03/2023 03:40:27 PM,41.878256992,-87.681457205,"(41.878256992, -87.681457205)"
12753780,JF308656,07/07/2022 10:30:00 AM,010XX W 79TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,612.0,6.0,17.0,71.0,08A,1170553.0,1852428.0,2022.0,01/03/2023 03:40:27 PM,41.750542899,-87.650585924,"(41.750542899, -87.650585924)"
