ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Updated On
12516053,JE414606,2021-10-18 12:00:00,008XX N LARAMIE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,False,False,1524,15,37,25,04B,2021,2021-10-25 15:42:49
12283119,JE129042,2021-02-01 07:00:00,026XX N CLARK ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1935,19,43,7,11,2021,2021-02-08 15:40:33
12923415,JF511083,2022-12-15 05:00:00,0000X W TERMINAL ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,False,False,1651,16,41,76,08B,2022,2023-01-03 15:40:27
12249761,JD464693,2020-12-20 17:20:00,012XX E 46TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,222,2,4,39,07,2020,2020-12-27 15:40:33
12848302,JF421276,2022-10-04 08:00:00,040XX N HOYNE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,True,False,1911,19,47,5,04A,2022,2023-01-03 15:40:27
12671616,JF209129,2022-04-15 18:00:00,074XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,733,7,17,68,14,2022,2023-01-03 15:40:27
12576381,JE487967,2021-12-24 16:21:00,126XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,523,5,34,53,15,2021,2021-12-31 15:40:32
12531390,JE433517,2021-10-26 20:00:00,023XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,131,1,3,33,05,2021,2021-11-06 15:39:28
12723482,JF271958,2022-06-07 19:00:00,091XX S COMMERCIAL AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,423,4,10,46,06,2022,2023-01-03 15:40:27
12615014,JF140774,2022-02-10 23:50:00,0000X W 95TH ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,CTA PARKING LOT / GARAGE / OTHER PROPERTY,False,False,634,6,21,49,03,2022,2023-01-03 15:40:27
12881575,JF460239,2022-10-22 17:40:00,047XX N RACINE AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1913,19,46,3,06,2022,2023-01-03 15:40:27
12660825,JF196114,2022-04-03 18:30:00,062XX S NORMAL BLVD,0460,BATTERY,SIMPLE,SIDEWALK,False,True,711,7,20,68,08B,2022,2023-01-03 15:40:27
12627776,JF156201,2022-02-25 22:11:00,080XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,623,6,17,44,08B,2022,2023-01-03 15:40:27
12207047,JD415086,2020-10-30 03:00:00,061XX S FRANCISCO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,823,8,16,66,07,2020,2020-12-17 15:40:05
12046476,JD227537,2020-05-08 17:57:00,022XX N MARMORA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2515,25,36,19,08B,2020,2020-05-31 15:40:06
12813340,JF379377,2022-09-01 17:00:00,008XX W 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,621,6,17,71,14,2022,2023-01-03 15:40:27
12673977,JF211925,2022-04-14 08:00:00,015XX N SEDGWICK ST,0810,THEFT,OVER $500,CTA PLATFORM,False,False,1821,18,27,8,06,2022,2023-01-03 15:40:27
12815582,JF382225,2022-09-03 22:47:00,054XX W GRAND AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,2515,25,36,19,24,2022,2023-01-03 15:40:27
12300382,JE151043,2021-02-24 15:00:00,008XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,723,7,20,68,08B,2021,2021-03-03 15:41:07
12807150,JF372201,2022-08-27 08:00:00,078XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,621,6,17,71,07,2022,2023-01-03 15:40:27
12234752,JD447056,2020-12-01 20:09:00,0000X W 110TH ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,513,5,34,49,26,2020,2020-12-17 15:40:05
12295596,JE144972,2021-02-18 13:50:00,007XX N KEDZIE AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",LIBRARY,False,False,1221,12,27,23,08A,2021,2021-02-25 15:42:18
12709111,JF254531,2022-05-21 20:00:00,014XX W BLACKHAWK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1433,14,2,24,07,2022,2023-01-03 15:40:27
12738500,JF290076,2022-06-22 14:25:00,025XX W CERMAK RD,0460,BATTERY,SIMPLE,STREET,False,False,1023,10,28,31,08B,2022,2023-01-03 15:40:27
12342536,JE202121,2021-04-13 16:00:00,013XX W TOUHY AVE,0810,THEFT,OVER $500,APARTMENT,False,False,2423,24,49,1,06,2021,2021-04-20 15:40:53
12302988,JE154239,2021-02-27 16:09:00,002XX W 87TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,634,6,21,44,04B,2021,2021-03-06 15:40:35
12381418,JE249625,2021-06-01 00:08:00,036XX N ST LOUIS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1732,17,35,16,05,2021,2021-06-08 15:40:53
12493789,JE387458,2021-09-26 00:06:00,013XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2532,25,37,25,08B,2021,2021-10-03 15:40:21
12661816,JF197284,2022-04-04 18:00:00,047XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,224,2,3,38,14,2022,2023-01-03 15:40:27
12910584,JF495040,2022-11-28 12:55:00,004XX E ILLINOIS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1834,18,42,8,11,2022,2023-01-03 15:40:27
12241696,JD454958,2020-12-10 02:00:00,007XX W 48TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,935,9,11,61,08B,2020,2020-12-17 15:41:45
12744657,JF297679,2022-06-27 13:30:00,027XX N WHIPPLE ST,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,APARTMENT,False,False,1411,14,32,22,24,2022,2023-01-03 15:40:27
12078109,JD264318,2020-06-14 21:45:00,054XX S LARAMIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,814,8,23,56,08A,2020,2020-06-21 15:41:39
12886416,JF467078,2022-11-07 09:00:00,097XX S OGLESBY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,431,4,10,51,14,2022,2023-01-03 15:40:27
12915232,JF493181,2022-11-30 14:40:00,013XX S LAWNDALE AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1011,10,24,29,08B,2022,2023-01-03 15:40:27
12900844,JF483835,2022-11-15 17:46:00,057XX W 63RD ST,1585,SEX OFFENSE,OTHER,RESIDENCE,False,True,812,8,13,64,17,2022,2023-01-03 15:40:27
12483696,JE372528,2021-09-13 20:20:00,089XX S UNION AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,2223,22,21,71,03,2021,2023-11-21 17:49:45
12664104,JF200022,2022-04-06 23:00:00,102XX S PRINCETON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,511,5,9,49,11,2022,2023-01-03 15:40:27
12727827,JF277069,2022-06-12 16:28:00,019XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1014,10,24,29,08B,2022,2023-01-03 15:40:27
12569192,JE479310,2021-12-15 12:15:00,001XX N MICHIGAN AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,111,1,42,32,06,2021,2021-12-22 15:42:28
12815493,JF381899,2022-09-02 12:00:00,029XX W LOGAN BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1411,14,32,22,11,2022,2023-01-03 15:40:27
12218986,JD424701,2020-11-08 02:00:00,067XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,723,7,6,68,08B,2020,2020-12-17 15:40:05
12467164,JE354921,2021-08-30 07:00:00,057XX N KIMBALL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1711,17,39,13,14,2021,2021-09-06 15:40:36
12773201,JF332070,2022-07-25 22:30:00,055XX W GIDDINGS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1623,16,45,15,14,2022,2023-01-03 15:40:27
12573395,JE484326,2021-12-20 20:50:00,074XX S VINCENNES AVE,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",ABANDONED BUILDING,False,False,731,7,6,69,04B,2021,2021-12-27 15:41:40
12851147,JF424298,2022-10-05 04:00:00,073XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1631,16,38,17,06,2022,2023-01-03 15:40:27
12718086,JF264508,2022-05-27 14:40:00,030XX N SHERIDAN RD,0810,THEFT,OVER $500,RESIDENCE,False,False,1934,19,44,6,06,2022,2023-01-03 15:40:27
12478546,JE368632,2021-09-10 16:16:00,089XX S BUFFALO AVE,1330,CRIMINAL TRESPASS,TO LAND,SCHOOL - PRIVATE GROUNDS,False,False,424,4,10,46,26,2021,2021-09-17 15:40:42
12255081,JD470865,2020-12-27 15:26:00,079XX S HAMLIN AVE,0560,ASSAULT,SIMPLE,STREET,True,False,834,8,18,70,08A,2020,2021-01-22 15:39:59
12270361,JE113774,2021-01-15 16:25:00,049XX W KAMERLING AVE,0850,THEFT,ATTEMPT THEFT,VEHICLE - COMMERCIAL,False,False,2533,25,37,25,06,2021,2021-01-22 15:41:01
12273086,JE116885,2020-12-30 10:53:00,053XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2011,20,40,4,06,2020,2021-01-21 15:39:33
12907530,JF491308,2022-11-29 01:40:00,080XX S BLACKSTONE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,411,4,8,45,11,2022,2023-01-03 15:40:27
12515809,JE413922,2021-10-18 12:45:00,064XX S LOREL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,813,8,13,64,14,2021,2021-10-25 15:42:49
12087207,JD275039,2020-06-24 14:00:00,065XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,312,3,20,69,06,2020,2020-07-01 15:40:40
12285265,JE131721,2021-02-03 19:34:00,039XX W GLADYS AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1132,11,28,26,18,2021,2021-02-10 15:40:20
12290536,JE138386,2021-02-10 22:48:00,002XX W 47TH ST,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,False,False,925,9,3,37,03,2021,2021-02-19 15:39:34
12484867,JE376489,2021-09-16 21:30:00,037XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1925,19,46,6,14,2021,2021-09-23 15:45:32
12886567,JF467275,2022-11-06 06:30:00,017XX N HARDING AVE,0810,THEFT,OVER $500,APARTMENT,False,False,2535,25,26,23,06,2022,2023-01-03 15:40:27
12825324,JF393789,2022-09-12 20:53:00,094XX S LA SALLE ST,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,STREET,True,False,634,6,21,49,18,2022,2023-01-03 15:40:27
12291989,JE140170,2021-02-12 19:20:00,065XX S ROSS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,True,True,722,7,20,68,04A,2021,2023-01-22 15:41:39
12208809,JD417160,2020-10-31 11:49:00,069XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,832,8,17,66,14,2020,2020-12-17 15:40:05
12652604,JF185784,2022-03-25 07:30:00,070XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,831,8,17,66,08B,2022,2023-01-03 15:40:27
12543953,JE448649,2020-09-26 00:00:00,050XX W CARMEN AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,True,1623,16,45,12,02,2020,2022-11-24 15:40:05
12852638,JF426610,2022-07-06 07:33:00,082XX S MARQUETTE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,423,4,7,46,05,2022,2023-01-03 15:40:27
12799953,JF363780,2022-08-20 12:08:00,011XX S WHIPPLE ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1134,11,28,29,08A,2022,2023-01-03 15:40:27
12693164,JF235203,2022-05-09 04:30:00,010XX W ROOSEVELT RD,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,False,False,1232,12,25,28,06,2022,2023-01-03 15:40:27
12761210,JF315147,2022-07-12 15:53:00,023XX E 69TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,331,3,5,43,08A,2022,2023-01-03 15:40:27
12432090,JE312005,2021-07-23 23:50:00,034XX W SCHRAEDER DR,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,STREET,False,True,1123,11,28,27,04B,2021,2021-07-30 15:40:14
12733497,JF284105,2022-06-17 23:58:00,060XX W GRAND AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,False,False,2512,25,36,19,26,2022,2023-01-03 15:40:27
12214270,JD423219,2020-11-06 18:30:00,058XX S PAULINA ST,0330,ROBBERY,AGGRAVATED,STREET,False,False,715,7,15,67,03,2020,2020-12-17 15:40:05
12770326,JF328832,2022-07-23 05:36:00,029XX W DEVON AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",ALLEY,False,False,2413,24,50,2,07,2022,2023-01-03 15:40:27
12239214,JD449762,2020-11-26 00:00:00,053XX S WASHTENAW AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,True,True,923,9,14,63,02,2020,2021-03-08 15:45:38
12375906,JE242987,2021-05-25 22:55:00,052XX N SHERIDAN RD,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2023,20,48,77,08B,2021,2021-06-01 15:40:57
12435408,JE315401,2021-07-26 21:00:00,014XX W ARTHUR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2432,24,49,1,08A,2021,2021-08-02 15:40:29
12889170,JF470181,2022-11-09 02:00:00,018XX W RICE ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,1212,12,1,24,07,2022,2023-01-03 15:40:27
12211619,JD419576,2020-11-03 14:00:00,034XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,211,2,3,35,14,2020,2020-12-17 15:40:05
12552382,JE459006,2021-11-28 05:01:00,008XX W RANDOLPH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1224,12,27,28,15,2021,2021-12-05 15:42:51
12328674,JE185213,2021-03-28 00:00:00,056XX S MAPLEWOOD AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,824,8,15,63,04B,2021,2021-04-04 15:40:30
12445177,JE325718,2021-08-04 11:40:00,055XX W CHICAGO AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,RESTAURANT,True,False,1524,15,37,25,26,2021,2021-08-11 15:41:43
12558345,JE466307,2021-12-03 23:00:00,033XX N OSAGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1631,16,38,17,07,2021,2021-12-10 15:40:57
12450890,JE334963,2021-08-09 01:00:00,031XX N CALIFORNIA AVE,0810,THEFT,OVER $500,STREET,False,False,1411,14,33,21,06,2021,2021-08-16 15:40:53
12485496,JE377312,2021-09-16 22:18:00,0000X W ONTARIO ST,0810,THEFT,OVER $500,SIDEWALK,False,False,1832,18,42,8,06,2021,2021-09-23 15:45:32
12485362,JE377145,2021-09-17 13:29:00,002XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,False,True,711,7,20,68,08B,2021,2021-09-24 15:49:47
12711827,JF255781,2022-05-25 22:30:00,015XX N CAMPBELL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,1423,14,1,24,26,2022,2023-01-03 15:40:27
13023418,JG200459,2022-12-02 00:00:00,009XX N KEYSTONE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1111,11,37,23,11,2022,2023-11-15 15:41:31
12086536,JD274113,2020-06-23 21:29:00,078XX S ESSEX AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,421,4,7,43,04B,2020,2020-06-30 15:41:52
12047542,JD228773,2020-05-09 08:30:00,004XX E 111TH ST,0810,THEFT,OVER $500,STREET,False,False,531,5,9,49,06,2020,2020-05-16 15:40:57
12812590,JF378616,2022-08-31 22:00:00,008XX W 50TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,933,9,20,61,07,2022,2023-01-03 15:40:27
12837708,JF408616,2022-09-24 09:12:00,074XX W TALCOTT AVE,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,True,False,1612,16,41,10,08A,2022,2023-01-03 15:40:27
12460360,JE346554,2021-08-22 00:00:00,026XX W THORNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2011,20,40,2,07,2021,2021-08-29 15:40:24
12903273,JF487365,2022-11-23 07:00:00,037XX W 66TH PL,0810,THEFT,OVER $500,STREET,False,False,833,8,13,65,06,2022,2023-01-03 15:40:27
12641420,JF172931,2022-03-13 18:30:00,036XX W BELMONT AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,True,1732,17,30,21,08A,2022,2023-01-03 15:40:27
12333780,JE191667,2021-04-06 20:36:00,070XX N PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2423,24,49,1,08B,2021,2021-04-13 15:41:48
12210423,JD419121,2020-11-03 00:45:00,006XX W 76TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,621,6,6,68,15,2020,2020-12-17 15:40:05
12245047,JD459178,2020-12-14 09:00:00,005XX W 14TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,124,1,11,28,07,2020,2020-12-21 15:41:11
12525150,JE425750,2021-10-28 12:45:00,0000X E 69TH ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,322,3,6,69,03,2021,2021-11-04 15:43:26
12584928,JF103802,2021-12-26 03:00:00,094XX S YALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),False,False,634,6,21,49,26,2021,2022-01-07 15:40:29
12803419,JF366995,2022-08-05 21:30:00,038XX W MONROE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ALLEY,False,False,1122,11,28,26,11,2022,2023-01-03 15:40:27
12426401,JE305075,2021-07-17 21:19:00,011XX N WASHTENAW AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1211,12,1,24,03,2021,2021-07-24 15:40:02
12931710,JF521225,2022-12-24 00:15:00,010XX W BRYN MAWR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2022,20,48,77,08B,2022,2023-01-30 15:40:50
12246564,JD460778,2020-12-16 14:10:00,046XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,925,9,11,61,06,2020,2020-12-23 15:40:29
12777329,JF337020,2022-07-29 18:40:00,009XX E 81ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,631,6,8,44,07,2022,2023-01-03 15:40:27
12843917,JF416047,2022-09-30 05:00:00,019XX W 103RD ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,False,False,2212,22,19,72,26,2022,2023-01-03 15:40:27
12526388,JE427116,2021-10-29 18:55:00,005XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1225,12,28,28,14,2021,2021-11-05 15:40:57
12553377,JE460160,2021-11-27 06:00:00,065XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,321,3,20,42,14,2021,2021-12-04 15:42:28
12501117,JE396372,2021-10-03 10:50:00,020XX W 68TH ST,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,726,7,16,67,08A,2021,2021-10-10 15:40:42
12555322,JE462539,2021-12-01 03:25:00,033XX S ABERDEEN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,913,9,11,60,05,2021,2021-12-08 15:44:18
12553935,JE460908,2021-11-30 03:20:00,025XX W 47TH ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,922,9,15,58,05,2021,2021-12-07 15:42:54
12446819,JE329584,2021-08-07 12:54:00,043XX W 26TH ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1013,10,22,30,08B,2021,2021-08-14 15:40:38
12295333,JE144615,2021-02-17 18:00:00,011XX W 17TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1235,12,25,31,14,2021,2021-02-24 15:40:21
12336896,JE195456,2021-04-10 14:45:00,029XX S STATE ST,0560,ASSAULT,SIMPLE,CHA APARTMENT,False,False,133,1,3,35,08A,2021,2021-04-17 15:40:53
12938426,JG100085,2022-12-31 23:50:00,055XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1523,15,29,25,08B,2022,2023-01-07 15:41:08
12439519,JE321295,2021-07-25 00:00:00,046XX N KEYSTONE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True,1722,17,39,14,08B,2021,2021-08-03 15:39:47
12329515,JE186185,2021-04-01 12:25:00,058XX N SHERIDAN RD,0460,BATTERY,SIMPLE,APARTMENT,False,False,2022,20,48,77,08B,2021,2021-04-08 15:41:05
12821311,JF388845,2022-09-09 01:23:00,023XX W 24TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1034,10,25,31,08B,2022,2023-01-03 15:40:27
12376711,JE243201,2021-05-08 12:22:00,007XX W MADISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,1232,12,27,28,11,2021,2021-05-28 15:39:57
12644090,JF176042,2022-03-16 14:45:00,011XX W GRANVILLE AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,False,False,2433,24,48,77,04B,2022,2023-01-03 15:40:27
12541616,JE445850,2021-11-15 11:00:00,067XX S STONY ISLAND AVE,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,False,False,332,3,5,43,03,2021,2022-08-25 15:41:18
12400174,JE272897,2021-06-20 08:15:00,034XX W COLUMBUS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,834,8,18,70,08B,2021,2021-06-27 15:40:29
12180375,JD384203,2020-09-30 08:30:00,012XX W FULLERTON AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1932,19,43,7,08A,2020,2020-10-07 15:42:27
12375688,JE242698,2021-05-24 20:00:00,016XX W WAVELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1922,19,47,6,14,2021,2021-05-31 15:41:02
12748205,JF301816,2022-07-01 19:13:00,089XX S COMMERCIAL AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,True,424,4,10,46,08A,2022,2023-01-03 15:40:27
12684183,JF223990,2022-04-20 06:00:00,049XX W FULTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,False,False,1532,15,28,25,07,2022,2023-01-03 15:40:27
12136920,JD333836,2020-08-15 21:09:00,086XX S BURLEY AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,424,4,10,46,04B,2020,2020-08-22 16:17:17
12753873,JF308853,2022-07-07 15:00:00,020XX E 72ND ST,0810,THEFT,OVER $500,STREET,False,False,333,3,5,43,06,2022,2023-01-03 15:40:27
12540749,JE445023,2021-11-14 15:00:00,122XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,523,5,34,53,08B,2021,2021-11-21 15:40:30
12570637,JE480920,2021-12-17 15:58:00,018XX E 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,412,4,8,45,14,2021,2021-12-24 15:40:11
12633054,JF162866,2022-03-03 15:25:00,008XX W SHERIDAN RD,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1923,19,46,6,08B,2022,2023-01-03 15:40:27
12531288,JE433402,2021-11-04 08:00:00,057XX S PAULINA ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,715,7,16,67,08A,2021,2021-11-11 15:41:24
12296317,JE145932,2021-02-19 13:43:00,024XX E 95TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,423,4,7,48,15,2021,2021-02-26 15:40:42
12442584,JE324215,2021-08-01 01:00:00,001XX W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1831,18,42,8,06,2021,2021-08-08 15:40:59
12710387,JF255377,2022-05-25 16:40:00,130XX S EVANS AVE,0460,BATTERY,SIMPLE,CHA PARKING LOT / GROUNDS,False,False,533,5,9,54,08B,2022,2023-01-03 15:40:27
12698119,JF241318,2022-05-13 17:00:00,006XX W IRVING PARK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,1915,19,46,3,07,2022,2023-01-03 15:40:27
12846845,JF419473,2022-10-02 17:00:00,049XX W OAKDALE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,2521,25,31,19,07,2022,2023-01-03 15:40:27
12063388,JD246472,2020-05-29 12:35:00,064XX W HIGGINS AVE,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,False,False,1613,16,45,10,03,2020,2020-06-05 15:41:54
12818283,JF384986,2022-09-06 10:13:00,012XX S TRIPP AVE,041A,BATTERY,AGGRAVATED - HANDGUN,DRIVEWAY - RESIDENTIAL,False,False,1011,10,24,29,04B,2022,2023-01-03 15:40:27
12600964,JF123199,2022-01-24 22:31:00,040XX W BERTEAU AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,True,False,1722,17,39,16,15,2022,2023-01-03 15:40:27
